isabella_stewart_gardner_museum	db:wgs84_pos#lat	42.33861111111111
isabella_stewart_gardner_museum	db:wgs84_pos#long	-71.0988888888889
isabella_stewart_gardner_museum	db:point	42.33861111111111 -71.0988888888889
computer_history_museum	db:award-inv	federico_faggin
frick_collection	db:rdf-schema#seealso	henry_clay_frick_house
massachusetts_museum_of_contemporary_art	db:board-inv	gregory_crewdson
museum_of_london	db:name	museum of london
museum_of_london	db:location	london
museum_of_london	db:location	united_kingdom
museum_of_london	db:homepage	www.museumoflondon.org.uk
buckinghamshire_railway_centre	db:name	buckinghamshire railway centre
buckinghamshire_railway_centre	db:type	list_of_railway_museums
buckinghamshire_railway_centre	db:homepage	www.bucksrailcentre.org
frost_art_museum	db:rdf-schema#seealso-inv	florida_international_university
franklin_institute	db:award-inv	george_armitage_miller
dulwich_picture_gallery	db:name	dulwich picture gallery
dulwich_picture_gallery	db:location	dulwich
dulwich_picture_gallery	db:homepage	www.dulwichpicturegallery.org.uk
naismith_memorial_basketball_hall_of_fame	db:award-inv	abe_saperstein
franklin_institute	db:award-inv	ben_roy_mottelson
franklin_institute	db:award-inv	james_cronin
american_museum_of_natural_history	db:added	1976-06-24
american_museum_of_natural_history	db:nrhpreferencenumber	76001235
national_space_centre	db:name	national space centre
national_space_centre	db:location	belgrave,_leicester
national_space_centre	db:location	leicester
national_space_centre	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
national_space_centre	db:wgs84_pos#lat	52.654313
national_space_centre	db:wgs84_pos#long	-1.132406
national_space_centre	db:point	52.654313 -1.132406
national_space_centre	db:homepage	www.spacecentre.co.uk
franklin_institute	db:award-inv	eric_allin_cornell
kiasma	db:name	kiasma
kiasma	db:location	helsinki
kiasma	db:location	finland
kiasma	db:type	art_museum
kiasma	db:numberofvisitors	165715
kiasma	db:homepage	kiasma.fi
art_institute_of_chicago	db:training-inv	dulah_marie_evans
evergreen_aviation_&_space_museum	db:name	evergreen aviation and space museum
evergreen_aviation_&_space_museum	db:location	mcminnville,_oregon
evergreen_aviation_&_space_museum	db:location	united_states
evergreen_aviation_&_space_museum	db:type	private_sector
evergreen_aviation_&_space_museum	db:homepage	www.evergreenmuseum.org
national_constitution_center	db:name	national constitution center
national_constitution_center	db:location	independence_mall_(philadelphia)
national_constitution_center	db:location	philadelphia
national_constitution_center	db:location	pennsylvania
